Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2024,OCT,Office of Field Operations,Southern Border,San Diego Field Office,241000079,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600018,2
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100070,1
2024,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240100008,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100085,1
2022,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,221000086,2
2024,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,240400007,1
2024,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240400044,1
2023,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,230800082,1
2021,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211200032,1
2023,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230900048,1
2022,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,221100070,2
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800020,1
2022,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,221200065,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900072,1
2023,APR,U.S. Border Patrol,Southern Border,Tucson Sector,230400077,1
2024,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241000050,1
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900017,2
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200026,1
2024,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,240700009,1
2022,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,220200007,1
2022,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220200101,1
2023,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,230900024,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500022,1
2023,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,230200018,1
2021,SEP,Office of Field Operations,Southern Border,San Diego Field Office,210900089,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800093,2
2024,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,240100074,1
2022,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,220300010,1
2022,JUL,U.S. Border Patrol,Southern Border,Yuma Sector,220700096,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300113,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800061,1
2021,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,210300021,1
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800042,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500057,1
2021,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210200035,1
2023,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,231200059,3
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500032,1
2024,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,240300020,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500030,1
2021,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,210600084,1
2021,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210200036,1
2023,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,230200054,1
2022,APR,U.S. Border Patrol,Southern Border,Yuma Sector,220400097,3
2021,MAY,U.S. Border Patrol,Coastal/Interior,Special Operations Group,210500067,2
2023,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,230200043,1
2022,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,221100029,2
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500064,2
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500072,2
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300093,1
2021,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,210800021,1
2021,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,211100025,1
2024,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240600032,1
2024,JAN,Office of Field Operations,Southern Border,San Diego Field Office,240100068,1
2024,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,240200021,1
2022,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,220300033,1
2022,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,220500010,1
2022,APR,U.S. Border Patrol,Southern Border,San Diego Sector,220400011,1
2023,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,230500027,1
2022,DEC,Office of Field Operations,Southern Border,San Diego Field Office,221200081,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100031,1
2022,FEB,Office of Field Operations,Southern Border,El Paso Field Office,220200085,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400041,1
2022,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,221000007,1
2024,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,240600008,1
2023,JUL,Office of Field Operations,Southern Border,Laredo Field Office,230700085,1
2022,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,221100015,1
2022,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,220500076,1
2022,JUL,U.S. Border Patrol,Southern Border,El Centro Sector,220700014,1
2022,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,220200036,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300099,2
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400047,1
2023,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,230300010,1
2021,JUL,Office of Field Operations,Southern Border,El Paso Field Office,210700069,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300040,5
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200056,1
2021,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,210400005,1
2023,SEP,U.S. Border Patrol,Northern Border,Swanton Sector,230900067,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100059,3
2024,FEB,U.S. Border Patrol,Coastal/Interior,Ramey Sector,240200056,1
2023,MAR,Office of Field Operations,Southern Border,Laredo Field Office,230300125,1
2021,JUN,Office of Field Operations,Southern Border,San Diego Field Office,210600107,1
2022,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,220800036,1
2021,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,210100004,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200060,1
2023,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,230100041,2
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500084,2
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500034,1
2021,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,210800066,1
2021,JAN,U.S. Border Patrol,Coastal/Interior,Special Operations Group,210100054,1
2023,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,230800089,1
2023,SEP,U.S. Border Patrol,Northern Border,Swanton Sector,230900066,1
2022,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,220600025,1
2024,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,240900058,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900019,1
2021,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,210800028,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900058,3
2021,JUL,Office of Field Operations,Southern Border,San Diego Field Office,210700078,1
2023,JUL,Office of Field Operations,Southern Border,Laredo Field Office,230700087,1
2023,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,230700055,1
2023,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,230800107,1
2024,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241000048,1
2021,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210800040,1
2022,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,220200082,2
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900032,3
2022,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,220700004,2
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500033,1
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500066,1
2022,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,220200066,1
2021,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,211100015,1
2022,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,220600013,1
2024,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240100006,1
2021,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211200025,1
2023,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,231200021,1
2023,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,231000043,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500112,1
2021,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210800041,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600041,1
2024,MAR,U.S. Border Patrol,Southern Border,Laredo Sector,240300028,1
2023,AUG,Office of Field Operations,Southern Border,San Diego Field Office,230800009,1
2021,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210400043,1
2024,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,240600044,1
2022,APR,Office of Field Operations,Southern Border,San Diego Field Office,220400015,1
2021,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,210900018,1
2022,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,220800018,1
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200036,1
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300049,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900065,1
2022,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,220800082,1
2023,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,230300082,1
2023,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,231000049,1
2022,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,220100073,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100034,2
2021,SEP,Office of Field Operations,Southern Border,San Diego Field Office,210900079,1
2022,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,221100049,1
2022,MAR,U.S. Border Patrol,Southern Border,Yuma Sector,220300093,1
2022,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,220100088,2
2022,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,220300001,1
2023,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,230500015,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100079,1
2022,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220900004,2
2024,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,241000030,1
2024,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,240800009,1
2023,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,231200057,2
2022,JAN,Office of Field Operations,Southern Border,San Diego Field Office,220100096,1
2022,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,220600041,1
2024,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,241100047,1
2023,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,230200080,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500044,1
2021,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,211200026,1
2023,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,230100036,1
2022,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,220900090,1
2023,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230400060,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100058,2
2024,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,240800079,1
2021,MAR,Office of Field Operations,Coastal/Interior,Houston Field Office,210300082,1
2024,MAY,Office of Field Operations,Coastal/Interior,New York Field Office,240500086,3
2021,APR,U.S. Border Patrol,Southern Border,Laredo Sector,210400038,1
2021,APR,U.S. Border Patrol,Southern Border,El Centro Sector,210400025,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200005,2
2023,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,230100053,1
2022,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,220100027,1
2022,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,220700032,1
2024,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,240800041,1
2023,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,231200045,1
2022,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,220500080,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100058,1
2022,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,220100033,1
2023,APR,U.S. Border Patrol,Southern Border,El Centro Sector,230400072,2
2021,APR,Office of Field Operations,Southern Border,Laredo Field Office,210400089,1
2023,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,230900018,1
2021,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,210700051,2
2022,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,221200035,1
2024,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,241000026,3
2021,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,210500037,1
2024,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241200008,1
2024,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,241100040,1
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200036,2
2021,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,210300044,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000078,2
2023,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,230300080,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900052,4
2022,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,220900024,1
2024,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,240700031,1
2021,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,210800056,2
2023,JAN,Office of Field Operations,Southern Border,El Paso Field Office,230100097,1
2023,NOV,Office of Field Operations,Southern Border,Laredo Field Office,231100108,1
2022,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,220800071,1
2023,JUL,Office of Field Operations,Coastal/Interior,New York Field Office,230700084,1
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400035,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100025,1
2023,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,230800006,1
2024,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,240700027,1
2024,OCT,Office of Field Operations,Southern Border,Laredo Field Office,241000077,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500027,1
2023,APR,U.S. Border Patrol,Southern Border,Big Bend Sector,230400011,1
2022,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,220600068,1
2023,FEB,Office of Field Operations,Southern Border,San Diego Field Office,230200119,1
2023,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,230500029,2
2021,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,211000004,1
2021,SEP,U.S. Border Patrol,Southern Border,Yuma Sector,210900076,3
2022,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,220800044,2
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100022,1
2021,JAN,Office of Field Operations,Southern Border,San Diego Field Office,210100073,1
2024,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,240100050,1
2022,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220600003,1
2021,JAN,Office of Field Operations,Southern Border,Laredo Field Office,210100068,1
2023,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,230100035,1
2021,MAR,Office of Field Operations,Southern Border,San Diego Field Office,210300077,1
2023,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,230100069,1
2021,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,210100036,1
2021,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,210500043,1
2024,AUG,Office of Field Operations,Southern Border,El Paso Field Office,240800064,2
2024,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,240300006,1
2021,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,210500023,1
2022,APR,U.S. Border Patrol,Southern Border,Tucson Sector,220400092,1
2022,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,221000067,2
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200104,1
2021,APR,U.S. Border Patrol,Southern Border,Tucson Sector,210400080,1
2022,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,221000068,1
2021,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,211100056,1
2021,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,210200029,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500038,1
2022,JUN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220600009,1
2022,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,220100010,1
2024,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,240200089,1
2023,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,231200034,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000085,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900060,2
2023,APR,U.S. Border Patrol,Southern Border,El Paso Sector,230400042,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300117,1
2022,FEB,U.S. Border Patrol,Southern Border,El Centro Sector,220200014,2
2022,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,220300052,1
2022,NOV,Office of Field Operations,Southern Border,San Diego Field Office,221100078,1
2022,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,220900066,1
